Name,Data,Status,URL
https://dev.azure.com/QaCoders-Academy/Qa.Coders%20Academy%20Community/_sprints/taskboard/Qa.Coders%20Academy%20Community%20Team/Qa.Coders%20Academy%20Community/Sprint%201,,,
https://postman-treinamento.qacoders-academy.com.br/api/signup,,,
https://learning.postman.com/docs/introduction/overview/,,,
https://nodejs.org/en/,,,
https://www.npmjs.com/package/newman,,,
https://github.com/KeilianeRocha,,,
https://developer.mozilla.org/pt-BR/docs/Web/JavaScript/Guide/Grammar_and_types#sintaxe_b%C3%A1sica Js,,,
https://restfulapi.net/http-status-codes/,,,
